restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1080866-d4597718,Hotel Restaurant Au Poisson d'Argent,"[""Europe"", ""France"", ""Pays de la Loire"", ""Maine et Loire"", ""Mauges-sur-Loire"", ""Le Mesnil-en-Vallee""]",France,Pays de la Loire,Maine et Loire,Le Mesnil-en-Vallee,,,-0.917878,,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 1 Restaurant in Le Mesnil-en-Vallee,#1 of 1 places to eat in Le Mesnil-en-Vallee,"Mid-range, French, European",€€-€€€,,"Breakfast, Lunch, Dinner",,,"Reservations, Seating, Validated Parking, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available",N,,N,,,,,4.0,147.0,English,,7.0,2.0,1.0,0.0,0.0,4.5,4.0,,4.0,,2020-09-06,
g1080869-d13110851,Au fil de la Tradition,"[""Europe"", ""France"", ""Pays de la Loire"", ""Vendee"", ""Les Sables-d'Olonne"", ""Olonne-sur-Mer""]",France,Pays de la Loire,Vendee,Olonne-sur-Mer,,,-1.759671,Unclaimed,,#13 of 19 Restaurants in Olonne-sur-Mer,,"Cheap Eats, Fast food",€,€3-€5,,Fast food,,,N,,N,,,,,4.0,5.0,All languages,5.0,3.0,,2.0,0.0,0.0,,,,,,2021-11-27,
g1080869-d2161107,Buffalo Grill,"[""Europe"", ""France"", ""Pays de la Loire"", ""Vendee"", ""Les Sables-d'Olonne"", ""Olonne-sur-Mer""]",France,Pays de la Loire,Vendee,Olonne-sur-Mer,"1 rue Bernard Palissy Pole Commercial Les Olonnes, 85340 Olonne-sur-Mer, Les Sables-d'Olonne France",46.5138,-1.778855,Claimed,,,#6 of 27 places to eat in Olonne-sur-Mer,"Mid-range, French, Steakhouse, Barbecue",,€4-€30,"Lunch, Dinner, After-hours",,,,N,N,N,"{""Mon"": [""11:30-14:00"", ""18:15-22:00""], ""Tue"": [""11:30-14:00"", ""18:15-22:00""], ""Wed"": [""11:30-14:00"", ""18:15-22:00""], ""Thu"": [""11:30-14:00"", ""18:15-22:00""], ""Fri"": [""11:30-14:00"", ""18:15-22:30""], ""Sat"": [""11:30-14:00"", ""18:15-22:30""], ""Sun"": [""11:30-14:00"", ""18:15-22:00""]}",7.0,44.75,14.0,3.5,,English,14.0,4.0,2.0,5.0,3.0,,3.5,4.0,3.5,4.0,,2021-10-03,2021-11-10
g1080869-d6588274,Le Marais,"[""Europe"", ""France"", ""Pays de la Loire"", ""Vendee"", ""Les Sables-d'Olonne"", ""Olonne-sur-Mer""]",,Pays de la Loire,,Olonne-sur-Mer,"19 rue de la Foret, 85340 Olonne-sur-Mer, Les Sables-d'Olonne France",46.52199,-1.808478,Unclaimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",,#2 of 27 places to eat in Olonne-sur-Mer,"Mid-range, French, European",,,"Lunch, Dinner",,,"Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Validated Parking",,N,,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-22:00""], ""Wed"": [""12:00-14:00"", ""19:00-22:00""], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""12:00-14:00"", ""19:00-22:00""], ""Sun"": [""12:00-14:00"", ""19:00-22:00""]}",6.0,30.0,12.0,4.0,247.0,English,9.0,4.0,2.0,3.0,,,4.0,4.0,4.0,4.0,,2021-12-31,
g1080871-d10795557,Le Maroc Gourmand,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Nantes"", ""Reze""]",France,Pays de la Loire,Loire-Atlantique,,"8 rue Henri Renaud, 44400 Reze, Nantes France",47.159878,-1.542317,,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#22 of 51 Restaurants in Reze,#22 of 58 places to eat in Reze,,€€-€€€,€15-€20,,"Moroccan, Middle Eastern",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-14:30""], ""Tue"": [""12:00-14:30""], ""Wed"": [""12:00-14:30""], ""Thu"": [""12:00-14:30""], ""Fri"": [""12:00-14:30"", ""19:30-22:30""], ""Sat"": [""12:00-14:30"", ""19:30-22:30""], ""Sun"": []}",6.0,21.0,8.0,4.0,108.0,All languages,108.0,,,6.0,6.0,,4.0,4.5,4.0,,,2015-11-12,
g1080871-d12599876,La Table D'edouard,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Nantes"", ""Reze""]",France,Pays de la Loire,,Reze,"1 rue de l Ile Mace ibis Styles Nantes Reze Aeroport, 44400 Reze, Nantes France",47.19313,-1.55526,Unclaimed,,,#45 of 58 places to eat in Reze,"Mid-range, French",€€-€€€,,"Breakfast, Lunch, Dinner",,,,N,N,N,,,,,3.0,21.0,All languages,,,9.0,4.0,5.0,2.0,3.0,3.0,3.0,,,2012-08-15,
g1080871-d1323705,Le Vaporetto,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Nantes"", ""Reze""]",France,Pays de la Loire,,Reze,"2 quai Marcel Boissard Trentemoult, 44400 Reze, Nantes France",47.19527,-1.580414,Claimed,,#6 of 51 Restaurants in Reze,#6 of 58 places to eat in Reze,"Mid-range, Italian, European, Vegetarian Friendly",,€12-€20,,"Italian, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-22:30""], ""Sat"": [""12:00-14:30"", ""19:00-22:30""], ""Sun"": [""12:00-15:30""]}",7.0,39.5,13.0,4.0,360.0,English,,0.0,3.0,1.0,0.0,,3.5,4.0,3.5,3.5,,2013-11-06,
g1080871-d17840578,La Palette du MIN,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Nantes"", ""Reze""]",,Pays de la Loire,Loire-Atlantique,,"71 boulevard Alfred Nobel, 44400 Reze, Nantes France",47.158127,-1.553417,Claimed,,#25 of 51 Restaurants in Reze,,"Mid-range, French, Bar, Pub",€€-€€€,€9-€13,"Breakfast, Lunch, Drinks","French, Bar, Pub",,,N,N,N,"{""Mon"": [""05:30-15:30""], ""Tue"": [""04:00-15:30""], ""Wed"": [""04:00-15:30""], ""Thu"": [""04:00-15:30""], ""Fri"": [""04:00-15:30""], ""Sat"": [], ""Sun"": []}",5.0,56.0,,5.0,5.0,All languages,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,2017-05-03
g1080871-d4698117,La Reine Blanche,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Nantes"", ""Reze""]",,Pays de la Loire,Loire-Atlantique,Reze,"13 quai Marcel Boissard, 44400 Reze, Nantes France",47.19528,-1.582144,Claimed,,#7 of 51 Restaurants in Reze,#7 of 58 places to eat in Reze,"Mid-range, French, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","French, European",Vegetarian Friendly,,Y,N,,"{""Mon"": [""12:00-15:00"", ""19:00-23:00""], ""Tue"": [""12:00-15:00"", ""19:00-23:00""], ""Wed"": [""12:00-15:00"", ""19:00-23:00""], ""Thu"": [""12:00-15:00"", ""19:00-23:00""], ""Fri"": [""12:00-15:00"", ""19:00-23:00""], ""Sat"": [""12:00-15:00"", ""19:00-23:00""], ""Sun"": [""12:00-15:00"", ""19:00-23:00""]}",7.0,49.0,14.0,3.5,282.0,English,11.0,5.0,4.0,2.0,0.0,0.0,4.0,4.0,,,,,
g1080871-d6995747,Lk Asia,,France,Pays de la Loire,,,"Lk Asia 178 R Sorinieres, 44400 Reze, Reze, Nantes France",47.15279,,Unclaimed,,#24 of 51 Restaurants in Reze,,"Mid-range, Chinese, Asian, Thai",€€-€€€,,"Dinner, Lunch","Asian, Vietnamese, Chinese, Thai",,"Takeout, Reservations, Seating, Table Service",,N,N,,,,,4.0,19.0,All languages,,9.0,6.0,,0.0,1.0,4.0,4.0,3.5,,,2019-11-07,
g1080871-d8663925,Pesk Aour,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Nantes"", ""Reze""]",France,Pays de la Loire,Loire-Atlantique,Reze,"5 avenue de la 4e Republique, 44400 Reze, Nantes France",,-1.547649,Claimed,,#36 of 51 Restaurants in Reze,#36 of 58 places to eat in Reze,,€€-€€€,€3-€9,"Lunch, Dinner",French,,,N,N,N,,,,,3.5,,All languages,8.0,3.0,,1.0,1.0,1.0,,,,,,2017-11-20,2021-12-10
g1080872-d12321923,Corner's Pub & Restaurant,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Saint-Brevin-les-Pins""]",France,Pays de la Loire,Loire-Atlantique,Saint-Brevin-les-Pins,"2 rue Albert Chassagne, 44250 Saint-Brevin-les-Pins France",47.247025,-2.165223,Claimed,,#30 of 46 Restaurants in Saint-Brevin-les-Pins,#32 of 56 places to eat in Saint-Brevin-les-Pins,,€€-€€€,,"Lunch, Dinner, After-hours, Drinks","French, Mexican, American, Irish, Brew Pub, Pub",,"Seating, Serves Alcohol, Table Service, Reservations, Outdoor Seating, Television, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards",,N,,"{""Mon"": [""10:00-00:00""], ""Tue"": [""10:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""10:00-00:00""], ""Fri"": [""10:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""07:00-00:00""]}",7.0,102.0,,3.5,57.0,,57.0,21.0,12.0,6.0,11.0,7.0,3.5,4.0,3.5,,,2018-01-22,2022-01-26
g1080872-d17792484,Chrono Pizza,,France,Pays de la Loire,Loire-Atlantique,Saint-Brevin-les-Pins,"8 rue du Maréchal Foch, 44250 Saint-Brevin-les-Pins France",47.24615,-2.16687,Unclaimed,,#45 of 46 Restaurants in Saint-Brevin-les-Pins,#50 of 56 places to eat in Saint-Brevin-les-Pins,,,,,,,,N,,N,,,,,,5.0,All languages,5.0,0.0,1.0,0.0,0.0,4.0,,,,,,2015-02-05,2015-07-28
g1080872-d21169575,La plage,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Saint-Brevin-les-Pins""]",,Pays de la Loire,Loire-Atlantique,Saint-Brevin-les-Pins,"Boulevard de L' Ocean Saint-Brevin-L'Ocean, 44250 Saint-Brevin-les-Pins France",,-2.17204,,,#38 of 46 Restaurants in Saint-Brevin-les-Pins,#40 of 56 places to eat in Saint-Brevin-les-Pins,,,,,,,,N,N,N,,,,,4.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,2011-02-09,2012-08-11
g1080872-d3505480,Le Galion - Saint-Brévin-Les-Pins,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Saint-Brevin-les-Pins""]",France,,Loire-Atlantique,,"14 rue de l Eglise, 44250 Saint-Brevin-les-Pins France",47.24712,-2.168231,,,#26 of 46 Restaurants in Saint-Brevin-les-Pins,#28 of 56 places to eat in Saint-Brevin-les-Pins,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner","French, European",,"Reservations, Seating, Table Service, Gift Cards Available",N,,N,,,,,3.5,81.0,English,2.0,2.0,0.0,0.0,0.0,,3.5,4.0,3.5,3.0,,,2023-08-28
,Laperock cafe,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Saint-Brevin-les-Pins""]",France,Pays de la Loire,Loire-Atlantique,Saint-Brevin-les-Pins,"10 rue Jean Fouche, 44250 Saint-Brevin-les-Pins France",47.2465,,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",#14 of 46 Restaurants in Saint-Brevin-les-Pins,#16 of 56 places to eat in Saint-Brevin-les-Pins,"Mid-range, French, Brew Pub, Bar",€€-€€€,,,"Bar, French, Brew Pub, Wine Bar, Gastropub",Vegetarian Friendly,,Y,,N,"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-22:00""], ""Thu"": [""07:00-02:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-00:00""], ""Sun"": [""07:00-22:00""]}",,119.0,7.0,4.0,142.0,English,,0.0,1.0,,0.0,,4.0,4.0,4.0,4.5,,2017-01-29,
g1080872-d7109595,Nhu-Y,,France,Pays de la Loire,Loire-Atlantique,Saint-Brevin-les-Pins,"90 avenue du President Roosevelt, 44250 Saint-Brevin-les-Pins France",47.22681,-2.171111,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#2 of 46 Restaurants in Saint-Brevin-les-Pins,#2 of 56 places to eat in Saint-Brevin-les-Pins,"Cheap Eats, Asian, Thai, Vietnamese",€,€11-€23,,,"Vegetarian Friendly, Vegan Options",,,Y,N,"{""Mon"": [], ""Tue"": [""11:30-14:00"", ""18:30-22:00""], ""Wed"": [""11:30-14:00"", ""18:00-22:00""], ""Thu"": [""11:30-14:00"", ""18:30-22:00""], ""Fri"": [""11:30-14:00"", ""18:30-22:30""], ""Sat"": [""11:30-14:00"", ""18:30-22:30""], ""Sun"": [""11:30-14:00"", ""18:30-21:30""]}",6.0,37.0,12.0,4.5,196.0,,13.0,9.0,4.0,0.0,0.0,,4.5,4.5,4.5,,,2013-04-18,
g1080873-d10247868,Hotel Restaurant Les Touristes,"[""Europe"", ""France"", ""Pays de la Loire"", ""Vendee"", ""Saint-Hilaire-de-Riez""]",,Pays de la Loire,Vendee,Saint-Hilaire-de-Riez,"2 rue des Estivants, 85270 Saint-Hilaire-de-Riez France",46.71119,-1.9792,Unclaimed,,#15 of 37 Restaurants in Saint-Hilaire-de-Riez,#15 of 42 places to eat in Saint-Hilaire-de-Riez,"Mid-range, French, European",€€-€€€,,"Breakfast, Lunch, Dinner","European, French",,"Reservations, Seating, Table Service",N,N,N,,,,,,28.0,All languages,28.0,14.0,,3.0,1.0,1.0,4.5,4.0,4.5,,,2011-11-08,2013-02-07
g1080873-d1334425,Rotisserie des Becs,"[""Europe"", ""France"", ""Pays de la Loire"", ""Vendee"", ""Saint-Hilaire-de-Riez""]",France,Pays de la Loire,Vendee,Saint-Hilaire-de-Riez,"Avenue Becs, 85270 Saint-Hilaire-de-Riez France",46.75906,-2.02523,Unclaimed,,#30 of 37 Restaurants in Saint-Hilaire-de-Riez,#30 of 42 places to eat in Saint-Hilaire-de-Riez,,,,,,,,N,N,N,,,,,3.5,9.0,English,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,2010-03-06,2012-11-04
g1080873-d18348457,Au fil des Saisons,,,Pays de la Loire,Vendee,,"186 avenue de la Pelle a Porteau, 85270 Saint-Hilaire-de-Riez France",46.694496,-1.960636,Claimed,,#13 of 37 Restaurants in Saint-Hilaire-de-Riez,#13 of 42 places to eat in Saint-Hilaire-de-Riez,"Cheap Eats, French",€,,"Lunch, Dinner",French,,"Reservations, Outdoor Seating, Seating, Accepts Credit Cards, Table Service, Takeout, Street Parking, Highchairs Available, Wheelchair Accessible, Family style, Non-smoking restaurants",,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""12:00-14:00"", ""19:00-21:00""], ""Sat"": [""12:00-14:00"", ""19:00-21:00""], ""Sun"": [""12:00-14:00""]}",3.0,10.0,5.0,4.5,28.0,,28.0,,5.0,,1.0,2.0,,,,,,,
g1080873-d23087230,Quai 18,,France,Pays de la Loire,Vendee,Saint-Hilaire-de-Riez,,46.758327,,,,,,"Mid-range, French, Pizza, Seafood",€€-€€€,€8-€25,,"French, Pizza, Seafood",,,N,N,,,,,,,,,,,,,,,,,,,,2022-07-09,2023-12-31
g1080873-d4794106,Les pyramides,"[""Europe"", ""France"", ""Pays de la Loire"", ""Vendee"", ""Saint-Hilaire-de-Riez""]",France,Pays de la Loire,Vendee,Saint-Hilaire-de-Riez,"Ccial Les Pyramides av Becs, 85270 Saint-Hilaire-de-Riez France",46.75702,,Unclaimed,,#27 of 37 Restaurants in Saint-Hilaire-de-Riez,,,,,,,,,,N,N,,,,,5.0,4.0,All languages,4.0,3.0,1.0,0.0,0.0,0.0,,,,,,,2017-06-10
g1080874-d12342174,La Fourchette,"[""Europe"", ""France"", ""Pays de la Loire"", ""Sarthe"", ""Saint-Leonard-des-Bois""]",France,,Sarthe,,"5 Lieu Dit le Bourg Normandie Maine Natural Regional Park, 72130 Saint-Leonard-des-Bois France",48.24677,-0.03258,Unclaimed,,#3 of 4 Restaurants in Saint-Leonard-des-Bois,#3 of 6 places to eat in Saint-Leonard-des-Bois,"Mid-range, French",€€-€€€,,,,,"Reservations, Seating, Table Service, Serves Alcohol",N,N,N,,,,,4.5,29.0,English,4.0,3.0,0.0,1.0,0.0,0.0,4.5,4.0,4.5,,,2017-09-21,2022-02-13
g1080878-d10404505,Le Pont Aux Filles Bar Resto,"[""Europe"", ""France"", ""Pays de la Loire"", ""Maine et Loire"", ""Saint-Sylvain-d'Anjou""]",France,Pays de la Loire,Maine et Loire,Saint-Sylvain-d'Anjou,,47.51211,-0.514319,,,#3 of 7 Restaurants in Saint-Sylvain-d'Anjou,#3 of 8 places to eat in Saint-Sylvain-d'Anjou,,€,,Lunch,French,,"Reservations, Seating, Table Service, Wheelchair Accessible",N,N,,,,,,4.0,16.0,English,,0.0,,0.0,0.0,0.0,,,5.0,,,2013-12-18,2016-07-13
g1080880-d4259120,L'Ermitage Hotel & Restaurant,,,Pays de la Loire,Mayenne,,"3 Place Saint Pierre, 53340 Saulges France",47.98257,-0.406131,,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#1 of 1 Restaurant in Saulges,,"Fine Dining, French, European, Vegetarian Friendly",€€€€,,,"French, European",,,Y,Y,N,,,,,4.5,81.0,English,7.0,5.0,2.0,0.0,0.0,,4.5,4.5,4.5,4.5,,2011-07-13,
g1080881-d8803508,Chez Teta,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Vigneux-de-Bretagne""]",France,Pays de la Loire,Loire-Atlantique,Vigneux-de-Bretagne,"31 rue du Val de la Bruniere, 44360 Vigneux-de-Bretagne France",,-1.69831,,,#5 of 5 Restaurants in Vigneux-de-Bretagne,,Mid-range,,€10-€12,,,,,N,N,N,,,,,5.0,4.0,All languages,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,2012-09-24,
,Boeuf Jardinier Assevillers,"[""Europe"", ""France"", ""Hauts-de-France"", ""Somme"", ""Assevillers""]",,Hauts-de-France,,Assevillers,"1 Autoroute A, 80200 Assevillers France",49.88804,2.837996,Claimed,,#1 of 5 Restaurants in Assevillers,#1 of 9 places to eat in Assevillers,"Mid-range, French",€€-€€€,,,French,,"Seating, Wheelchair Accessible, Serves Alcohol, Table Service",,N,N,,,,,3.5,69.0,,13.0,,3.0,4.0,0.0,2.0,3.0,3.5,3.0,3.5,,2019-01-29,2022-06-29
g1080889-d13294391,Poivre Rouge,"[""Europe"", ""France"", ""Hauts-de-France"", ""Aisne"", ""Saint-Quentin"", ""Gauchy""]",France,Hauts-de-France,Aisne,Gauchy,"1 rue Eugene Freyssinet, 02430 Gauchy, Saint-Quentin France",49.81904,3.29628,Claimed,,#3 of 3 Restaurants in Gauchy,#3 of 3 places to eat in Gauchy,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""11:45-14:00"", ""19:00-21:30""], ""Tue"": [""11:45-14:00"", ""19:00-21:30""], ""Wed"": [""11:45-14:00"", ""19:00-21:30""], ""Thu"": [""11:45-17:00"", ""19:00-21:30""], ""Fri"": [""11:45-14:00"", ""19:00-22:30""], ""Sat"": [""11:45-14:00"", ""19:00-22:30""], ""Sun"": [""11:45-14:00"", ""19:00-21:30""]}",7.0,38.25,,3.5,47.0,English,3.0,,0.0,1.0,0.0,1.0,3.5,4.0,3.0,,,2023-09-17,2023-12-31
g1080892-d21258193,Hudson Restaurant,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Compiegne"", ""Jaux""]",France,Hauts-de-France,,Jaux,"1 Place Jacques Tati, 60880 Jaux, Compiegne France",49.40341,,Unclaimed,,,#9 of 12 places to eat in Jaux,"Mid-range, American",€€-€€€,,,American,,,N,N,N,,,,,,,All languages,12.0,0.0,5.0,,2.0,3.0,,,,,,2016-01-28,2020-06-20
g1080893-d11836362,L'Atelier des Saveurs de Jean Michel Descloux,"[""Europe"", ""France"", ""Hauts-de-France"", ""Somme"", ""Longueau""]",France,Hauts-de-France,Somme,,"2 avenue Henri Barbusse, 80330 Longueau France",49.873077,2.350807,,,,#1 of 16 places to eat in Longueau,"Mid-range, French",€€-€€€,,"Lunch, Drinks",French,,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,,N,"{""Mon"": [""10:00-17:00""], ""Tue"": [""10:00-17:00""], ""Wed"": [""10:00-17:00""], ""Thu"": [""10:00-17:00""], ""Fri"": [""10:00-17:00""], ""Sat"": [""11:00-14:00""], ""Sun"": []}",6.0,38.0,6.0,4.5,47.0,All languages,47.0,35.0,10.0,2.0,0.0,0.0,5.0,5.0,,,,2012-09-09,2016-04-13
g1080893-d21148683,Glisy,,France,Hauts-de-France,Somme,Longueau,"Rue Henri Barbusse Jean-michel Descloux, 80330 Longueau France",49.86582,2.379677,Unclaimed,,,,"French, Seafood, Mediterranean, European",,,,"French, Seafood, Mediterranean, European, Contemporary",,,N,N,N,,,,,,,,,,,,,,,,,,,2021-03-27,2021-06-08
g1080894-d2188315,L'Alezan,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Chantilly"", ""Orry-la-Ville""]",,Hauts-de-France,Oise,Orry-la-Ville,"3 rue de Montgresin, 60560 Orry-la-Ville, Chantilly France",,2.513093,Claimed,,,#2 of 6 places to eat in Orry-la-Ville,,€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available",N,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-21:00""], ""Wed"": [""12:00-14:00"", ""19:00-21:00""], ""Thu"": [""12:00-14:00"", ""19:00-21:00""], ""Fri"": [""12:00-14:00"", ""19:00-21:00""], ""Sat"": [""09:00-14:00"", ""19:00-21:00""], ""Sun"": [""09:00-14:30""]}",,,11.0,4.5,71.0,English,6.0,5.0,1.0,,0.0,0.0,4.5,4.5,4.0,,,,2018-02-22
g1080898-d10818544,La Rotonde,,France,Nouvelle-Aquitaine,Charente-Maritime,Fouras,17450 Fouras France,45.988163,-1.093442,Unclaimed,,#24 of 28 Restaurants in Fouras,,Mid-range,€€-€€€,,,,,,N,N,N,,,,,3.5,9.0,All languages,9.0,1.0,5.0,1.0,2.0,0.0,,4.0,3.5,,,2014-01-17,2018-09-09
g1080898-d17437060,,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Charente-Maritime"", ""Fouras""]",France,Nouvelle-Aquitaine,Charente-Maritime,Fouras,,45.98838,,Claimed,,#11 of 28 Restaurants in Fouras,#11 of 32 places to eat in Fouras,"Cheap Eats, French, American, Fast food",€,€3-€10,Lunch,"French, American, Fast food",,,,N,N,,,,,4.5,34.0,,34.0,26.0,,3.0,0.0,0.0,4.5,4.5,4.5,,,2011-06-18,2013-06-25
g1080898-d3446816,Les Bains du Semaphore,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Charente-Maritime"", ""Fouras""]",France,Nouvelle-Aquitaine,,,"Grande plage, 17450 Fouras France",45.987778,-1.097883,Unclaimed,,,,"Mid-range, French",,,,French,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Full Bar",,N,N,,,,,3.5,172.0,English,5.0,1.0,1.0,,0.0,3.0,3.5,3.5,3.0,3.0,,2019-09-14,2022-09-09
g1080898-d6930141,Restaurant Le Galet Bleu,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Charente-Maritime"", ""Fouras""]",,Nouvelle-Aquitaine,Charente-Maritime,Fouras,"20 rue du General Bruncher Hôtel Le Galet Bleu, 17450 Fouras France",45.986446,-1.096089,Claimed,,#10 of 28 Restaurants in Fouras,,"Mid-range, French",€€-€€€,€13-€25,"Lunch, Dinner",,,,N,N,N,,6.0,,12.0,4.0,,English,,3.0,1.0,0.0,0.0,1.0,4.5,4.0,4.5,,,2010-07-05,
g1080899-d17629226,Fumoir d'Angoulins,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Charente-Maritime"", ""Angoulins""]",France,Nouvelle-Aquitaine,Charente-Maritime,Angoulins,"En face du 67 route de la Douane Marais du Chay, 17690 Angoulins France",46.10426,-1.125569,Unclaimed,,#8 of 13 Restaurants in Angoulins,,"Mid-range, Seafood",€€-€€€,€10-€20,,Seafood,,,,N,N,,,,,4.5,,All languages,7.0,4.0,3.0,0.0,0.0,0.0,,,,,,2011-02-01,
g1080899-d8297332,McDonald's,,France,Nouvelle-Aquitaine,Charente-Maritime,,,46.11136,-1.102808,Claimed,,#13 of 13 Restaurants in Angoulins,#14 of 15 places to eat in Angoulins,"Cheap Eats, Fast food",,,Dinner,,,"Takeout, Seating, Wheelchair Accessible",N,,N,"{""Mon"": [""11:00-17:45""], ""Tue"": [""11:00-17:45""], ""Wed"": [""11:00-17:45""], ""Thu"": [""11:00-17:45""], ""Fri"": [""11:00-17:45""], ""Sat"": [""11:00-17:45""], ""Sun"": [""11:00-17:45""]}",7.0,47.25,7.0,2.0,,English,1.0,0.0,,0.0,0.0,1.0,,4.0,3.0,,,2020-08-21,2023-05-08
g1080903-d21211813,,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Charente-Maritime"", ""Aytre""]",,Nouvelle-Aquitaine,,Aytre,"Chemin De La Gigas, Aytre France",46.127167,-1.129607,Unclaimed,,,#24 of 26 places to eat in Aytre,"Mid-range, Seafood",€€-€€€,,,Seafood,,Reservations,N,N,,,,,,3.0,,,8.0,1.0,2.0,2.0,3.0,0.0,,,,,,2013-12-30,2017-10-14
