ingredients_text,countries_en
"Sucre, farine de _blé_, beurre de cacao, _lait_ écrémé en poudre, graisses végétales (palme, karité, noix de coco), sirop de glucose, _beurre_ concentré, émulsifiants (lécithine de _soja_, lécithine de tournesol), lactosérum en poudre (de _lait_), sel, poudre à lever (503), levure, arôme.",France
"Water, diced tomatoes, chablis wine (wine, sulfites), mushrooms, beef base (beef stock and beef flavor, onion juice concentrate, celeriac juice concentrate, carrot juice concentrate, salt, natural flavoring, tomato concentrate, yeast extract, potato flour, caramel color, citric acid and corn oil), butter (pasteurized sweet cream, starter distillate, lactic acid), modified corn starch, shallots, parsley, salt, natural flavor, phosphoric acid.",United States
"Popcorn, canola oil, seasoning (whey [milk], cheddar cheese [cultured pasteurized milk, salt, enzymes] nonfat milk, lactic acid), sea salt.",United States
"de source (83010) i, jus de fruits base concentrés 12010 (orange 5,910, pomme mangue 0,1%, fruits 0,1%), sucre, acidifiant : acide ascorbique, colorant •",France
"Enriched bleached wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate. riboflavin, folic acid), water, vegetable shortening (interesterified soybean oil, hydrogenated soybean oil and/or palm oil), contains 2% or less of salt, leavening (s",United States
"Non gmo butterfly popcorn, sunflower oil, cane sugar, pineapple, maltodextrin, salt, citric acid, extractives of habanero chili pepper.",United States
"Eau, légumes 42 % jus de tomates à base de concentré, carotte, pomme de terre, oignon, poireau, potiron, _céleri_, petit pois, navet, courgette), _lait_ écrémé reconstitué, amidon transformé de maïs, huile de colza, sucre, _beurre_ de cuisine, sel, arôme.",France
"Citric acid, maltodextrin, aspartame**, natural and artificial flavors, potassium citrate, contains less than 2% of: acesulfame potassium, calcium silicate, gum arabic, magnesium oxide, soy lecithin, artificial color, red 40, lake, blue 1.",United States
"Beef, water, salt, less than 2% brown sugar, spices, monosodium glutamate, sugar, flavorings, sodium nitrite.",United States
"édulcorants (xylitol, sorbitol, mannitol, .t S sirop de maltitol, maltitol, aspartame, acésulfame-K, sucralose), gomme base, stabilisant (glycérol), arômes, sucroesters dacides gras), épaississants (gomme de cellulose, gomme xanthane, gomme arabique), V extrait naturel de thé vert (0,196), graisse de noix (xylito\, i de coco, agent d'enrobage (cire de carnauba), antioxydant (E321), colorant (bleu brillant FCF), I Une consommation excessive peut avoir des effets laü3tifs.Contientune source de phénylalanine. Pour votre santé, une alimentation variée, équilibrée et I un mode de vie sain sont importants.",France
"Eau minérale naturelle Saint-Amand (99,4%), gaz carbonique, arôme naturel de citron vert et autres arômes naturels",France
Pecan.,United States
"72 % lait écrémé, 10% framboise (morceaux et purée), 7,8% sucre, 7% crème (lait), amidon modifié de maïs, lactose et protéines de lait, arôme naturel, concentrè de végétaux à pouvoir colorant, épaississants : pectines, gomme guar, carraghénanes; correcteur d'acidité : citrates de sodium; ferments lactiques (lait), jus de citron concentré.",France
"Créateur de biscuits depuis 1846 Ibiscuit= (32,5 g) 556 kJ 132 kcal 796* 100g 1770kJ 408 kcal","Belgium,France"
"Vinaigre d'alcool, graines de MOUTARDE, eau, sel, sucre, arôme naturel, acidifiant : acide lactique, conservateur : E224 (SULFITES)","France,Japan"
"Cooked black beans, water, onions, soybean oil, lime juice , salt, jalapeno peppers(including sulfites), sugar, garlic powder, spices.",United States
"INGREDIENTS: Piments, eau, vinagre de vin (sulfites), sel, acidulant: E-330 et antioxidant: E-300",France
"Zucker, 11% Instant-Kaffee, Aromen (mit _Milch_), Salz.","France,Germany"
Pecans.,United States
"Gelatin, adipic acid (for tartness), disodium phosphate (controls acidity), maltodextrin (from corn), fumaric acid (for tartness) contains less than 2% of artificial flavor, aspartame** and acesulfame potassium (sweeteners), red 40.",United States
"Farine de blé, édulcorant : maltitols, huile de colza, amidon de blé, dextrine de blé, arômes naturels, poudres à lever (diphosphates, carbonates de sodium, carbonates d'ammonium), émulsifiant : lécithines de colza, sel marin.",France
"_Soja_crisps (23,5%) (isoliertes _Soja_eiweiß, Stärke, Salz), Glukose-Fruktose-Sirup, geröstete _Erdnüsse_ (10,9%), Maltodextrin, _Soja_bohnen (7,2%), Erbsenprotein (6,3%), Palmfett, kandierte Cranberries (5,4%), (Zucker, Cranberries, Reismehl, Sonnenblumenöl), Fruktose, geröstete _Mandeln_ (4%), kandierte Heidelbeeren (3,4%) (Heidelbeeren, Zucker, Reismehl, Sonnenblumenöl), Feuchthaltemittel (Glycerin), natürliche Aromen, Säuerungsmittel (Citronensäure), Salz, Vanilleextrakt, Emulgator (_Soja_lecithine).",Germany
"Tomato puree, sugar, lemon juice, pectin, lemon zest, cinnamon, clove.",United States
"Pure cane sugar, sweet peppers, vinegar, mango, fruit pectin, spices, and the famous scotch bonnet pepper.",United States
"14 CHIPOLATAS AU SEL DE GUERANDE LABEL ROUGE lando de Porc origine Franco nçrèciènts: viande ce pcrc 94E. sel ce Gerance rri€s naturels, ëpices et èrt%tiques si rep ce naturel ce moyennes",France
"Lait de vache pasteurisé, sel, ferments lactiques, présure non animale origine fongique",France
"Jambon de porc (France), sel sec, dextrose, conservateur E 252, saccharose, arômes naturels.",France
Durum wheat semolina.,United States
"Apples, strawberry puree, apple juice concentrate, banana puree, blackcurrant juice concentrate, ascorbic acid (to maintain color).",United States
"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), peanut butter (roasted peanuts, sugar, salt), salt, less than 2% of: canola oil and/or soybean oil, corn syrup, barley malt extract, leavening (contains",United States
Miel originaire et non originaire de l'Union européenne issu de l'agriculture biologique.,France
"LAIT écrémé réhydraté, sucre, beurre de cacao, LACTOSE et protéines de LAIT, pâte de cacao, huile de coco, sirop de glucose, sirop de glucose-fructose, LAIT en poudre entier, BEURRE concentré, émulsifiants (E471, lécithine de SOJA, E476), stabilisants (E410, E412, E407), gousses de vanille épuisées broyées, arôme naturel de vanille avec autres arômes naturels, arôme, colorant (E160a).",France
"22% Sultaninen (Sultaninen, Sonnenblumenöl), 20% getrocknete Cranberries (Cranberries, Apfeldicksaft, Sonnenblumenöl), _Mandeln_, 15% _Cashewkerne_, 12% getrocknete Aprikosen, 10% Buchweizen, glutenfreie Haferflocken, Bourbon-Vanille.",Germany
camembert cheese (cows' milk),United Kingdom
Pecans,United States
"Pasteurized goat milk, culture, enzymes, salt, honey.",United States
"Organic potatoes, organic expeller pressed sunflower seed, safflower seed and/or canola oil, organic maltodextrin**, organic black pepper, sea salt, organic dextrose, natural flavor, citric acid.",United States
"Roasted red bell peppers, water, salt, sugar, citric acid and calcium chloride.",United States
"Water, brown sugar, corn starch, sea salt, soy sauce powder (soybeans, salt), herbs & spices, maltodextrin, tamarind powder, garlic, onion, distilled vinegar, yeast extract, caramel color, fish sauce powder (fermented sardines), spice extract.",United States
"Brown rice flour, corn flour, gluten free oats, potato starch, potato flakes, high oleic sunflower oil (tocopherols, rosemary extract and ascorbyl palmitate added as an antioxidant), rice flour, sugar, millet, cane sugar, sea salt, whey protein concentrat",United States
"Eau de source 87% ; jus de fruits à base de concentrés 12% (orange 5,5%, pomme 5,3%, ananas 1%, mangue 0,1%, fruits de la passion 0,1%) ; acidifiant: acide citrique ; arômes naturels; édulcorants : aspartame, acésulfame-K; antioxydant : acide ascorbique ; colorant: bêta-carotène. Contient une source de phénylalanine.  ",France
"Farine de _blé_, matières grasses végétales (palme, colza), eau, sucre, levure, émulsifiants (E471, E472e, E481), _gluten_, sel, poudres levantes (E450, E500ii), dextrose, stabilisant : gomme guar (E412), _lactose_, _lait_ dégraissé en poudre, sirop de glucose, épaississant (E415), antioxygène (E300), jus de citron, arôme, auxiliaire technologique (enzymes).",France
"Ingrédients: garniture; sauce tomate (purée de tomates. sel. amidon transformé de mais, hurle de tournesol, sucre. origan). fourme d'Ambert (13%), emmental (5%), mozzarella (5%), olives (olives. eau, sel. stabilisateur de couleur; E579), antimottant amidon de pommes de terre.  Pâte (_soja_, _lait_, _œufs_, _fruits à coque_) : farine de _blé_, eau. levure. huile de tournesol. sel (sel,antiagglomérant E535. E536). sucre, levure déshydratée à pouvoir réducteur. _gluten_. farine de blé malté. enzymes.",France
"White tea, peach, purple corn, apple, orange, rose hip peel, hibiscus petals and natural flavors",United States
"Icing sugar, sugar, non-hydrogenated vegetable oil shortening (canola, palm, modified palm and palm kernel oil), water, bleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), egg, vegetable oil (so",United States
"Cashews, peanut oil.",United States
"Poudre de lait écrémé, protéines de lait (émulsifiant lécithine de soja), cacao maigre en poudre, protéines de soja, protéines de pois, fibres dicacia. grasse végétale (huile de soja, sirop de glucose, protéine de lait, stabilisant : triphosphate pentasod\que. agglomérant : dioxyde de silicium, anti oxydant : tocophérol). épaississants . fécule de pomme de modifiée, graines de lin, farine de riz, minéraux (phosphate tricalcique, phosphate dipctassique, oxyde de magnésium, gluconate de zinc, pyrophosphate de fer, gluconate de manganèse, gluconate de cuivre, de potassium, sélénite de sodium, chlorure de chrome), arôme, dextrose, extrait de thé vert, sucralose et acésulfame de potassium, vitamines (A, D, E, Ci BI B2. BI 85, 86, B8s B), BI 2), maltodeftne, extait naturel de romarin.",France
"lentilles 71%, eau, huile de colza, amidon (pomme de terre, maïs cireux), purée de tomates, sel de cuisine iodé, vinaigre de table, sel de cuisine, épaississant (E415), épices, farine de riz, arôme, sucre, extraits d'épices, concentré de jus de citron. ",Switzerland
"Corn syrup, sugar, nonfat milk, hydrogeneted coconut oil, almonds, and less than 2% of honey, salt, egg whites, canola and/or safflower and/or palm oil, modified soy protein, natural flavor, tbhq and citric acid (to preserve freshness).",United States
"Sugar, corn syrup, cornstarch, modified cornstarch, natural and artificial flavors artificial colors including (red 40, yellow 5, yellow 6, blue 1).",United States
"Potatoes, vegetable oil (contains one or more of the following: corn, cottonseed, sunflower), sugar, salt, chili pepper, tomato powder, corn starch, garlic powder, sodium diacetate, spice (contains mustard), maltodextrin (from corn), torula yeast, honey,",United States
"Cabbage, water, distilled vinegar, sugar, onions, red sweet peppers, salt, spices, guar gum and dextrose, natural and artificial flavoring, turmeric, alum and artificial colors fd&c yellow no. 5, blue no. 1 and red no. 40.",United States
"Pasteurized milk, salt, annatto extract (cheese color), enzyme, cheese culture.",United States
Farine de _blé_ 54% — sucre — cacao maigre en poudre 6% - sirop de glucose - pâte de cacao 3% - amidon de _blé_ — farine de riz - huile de tournesol - fructose - arôme - émulsifiant : lécithine de tournesol - cannelle.,France
"2 cuisses de canard du sud-ouest de la France, graisse de canard, 1,6% de sel des Landes",France
"Gingko, green tea",United States
"Beef, beef jerky seasoning (salt, sugar, monosodium glutamate, pepper, garlic powder, soybean oil [processing aid]), potassium lactate & sodium diacetate blend, water, cure mix (salt, sodium nitrite), sodium erythorbate.",United States
"Framboises 55%, sucre, gélifiant : pectines, jus de citron concentré.",France
"clémentines 40%, sucre, vinaigre d'alcool, cédrat 10%, eau, gélifiant : pectine de fruit, myrte, épices et aromates",France
"Premium dark chocolate (cacao, sugar, cacao butter, soy lecithin [as an emulsifier], natural vanilla). sugar , non-fat dehydrated milk, ground cinnamon, pasilla chile, cayenne pepper.",United States
British boneless pork belly joint  ,United Kingdom
"Hormone free butter brown cash sugar, pecans, gluten-free flour blend (brown rice modified tapioca starch, potato starch, corn starch, corn flour, white rice flour, xanthan gum), pure honey, white cane sugar, cage free eggs, pure vanilla extract (water, a",United States
"Apples, calcium ascorbate (a blend of calcium and vitamin c to maintain freshness and color)",United States
"Almondmilk (filtered water, almonds), tricalcium phosphate, sea salt, gellan gum, dipotassium phosphate, xanthan gum, sunflower lecithin, vitamin a palmitate, vitamin d2, d-alpha tocopherol (natural vitamin e).",United States
"Mélange de fruits à COqUe,graines et fruits séchés. Ingrédients (en oroportion variables) : cranberries (jus de canne,huile de decorti raines de courge,graines de tournesoll Traces possibles d'arachide et autres fruits à coque Produit dlimportation. Valeurs nutritionnelles moyennes pour 100g Energie:1702kJ/406Kcal, matières grasses: 14g,dont acides gras saturés: 2,38g glucides: 49,7 g dont sucres: 24g, fibre alimentaire: 10,5g protéines: 15g,sel: 0,007g, cuivre: 69% AR*) *AR:Apport de référence poue un adult-type besoins individuels dépendant de /'age,du sex et de l'actjvità physique, Conditionné sous atmosphère protectrice. Poids net : 160g e 31%5/2018 LotD1281710H",France
