title,genres,keywords,original_language,overview
License to Wed,Comedy,new love ten commandments bride bridegroom marriage,en,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy."
Desert Dancer,Drama,dance ban from profession biography iran oppression,en,"Inspirational true story of Iranian dancer Afshin Ghaffarian, who risked his life for his dream to become a dancer despite a nationwide dancing ban."
Donnie Darko,Fantasy Drama Mystery,parents kids relationship airplane time travel school presentation school performance,en,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes."
Sunshine State,Drama,independent film,en,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development."
The Great Raid,Action History War,based on novel world war ii prisoners of war narration archive footage,en,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war."
Hidden Away,Romance Drama,,es,"At the age of 14 the world around you changes at a dizzying speed. But what if actually it's you that changing? What if these changes take you away from what up until now, has been your world? Ibrahim and Rafa are going to suffer these changes for themselves, experiencing first love in a way they never could have imagined. And having to keep it Hidden away."
The Work and The Story,Comedy,,en,"It is July, 2000 Richard Dutcher, the man who pioneered ""Mormon Cinema"" with his film ""God's Army"" is missing and presumed dead. Three amateur Mormon Filmmakers: Judy Shumway, Peter Beuhmann and Kevin Evans individually set out to make their first feature-length films to take Dutcher's place as the next ""Mormon Spielberg"". Who will win? Who will lose? Who will find Richard? And does everyone want Richard found?"
Die Hard,Action Thriller,helicopter journalist based on novel terrorist skyscraper,en,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."
The In Crowd,Thriller,woman director,en,"A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell."
Sinister,Horror Thriller Mystery,drowning pennsylvania child murderer car set on fire murder,en,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity."
A Shine of Rainbows,Drama Family,orphan rainbow,en,"An orphaned boy named Tomás is adopted by Maire O’Donnell to live on a whimsical Irish isle filled with new friends, secret caves and a lost baby pup seal stranded on the coast. But when Maire's reluctant husband Alec refuses to accept Tomás as his own son, the boy drifts down a fateful path of adventure and self-discovery, illuminating how rainbows can shine around - and within - us all."
Rang De Basanti,Drama,new delhi india students' movement war of independence student celebration,hi,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey..."
Romeo Must Die,Action Crime Thriller,martial arts hip-hop oakland asian asian man,en,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!"
America Is Still the Place,,,en,"1971 post civil rights San Francisco seemed like the perfect place for a black Korean War veteran and his family to realize their dream of economic independence and his own chance to be his a ""boss"". Charlie Walker would soon find out how naive he was. In a city full of impostors and naysayers, he refused to take ""No"" for an answer. Until a catastrophic disaster opened a door that had never been open to a black man before. This is a story about what happened when he stepped through that door, with both feet!."
The Merchant of Venice,Drama Romance,venice shakespeare jew ship salesperson,en,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead."
Moliere,Romance Drama Comedy,playwright,fr,"Molière, a down-and-out actor-cum-playwright up to his ears in debt. When the wealthy Jourdain offers to cover that debt (so that Molière's theatrical talents might help Jourdain win the heart of a certain widowed marquise), hilarity ensues."
